Datetime,Open,High,Low,Close,Volume
2012-04-02 19:25:00,160110.0,160300.0,160105.0,160265.0,3540.0
2012-04-02 19:30:00,160245.0,160495.0,160240.0,160455.0,6500.0
2012-04-02 19:35:00,160455.0,160515.0,160330.0,160350.0,3818.0
2012-04-02 19:40:00,160350.0,160395.0,160310.0,160350.0,1633.0
2012-04-02 19:45:00,160370.0,160800.0,160350.0,160660.0,6957.0
2012-04-02 19:50:00,160680.0,160800.0,160620.0,160780.0,4454.0
2012-04-02 19:55:00,160750.0,160970.0,160735.0,160950.0,6780.0
2012-04-02 20:00:00,160950.0,161340.0,160950.0,161105.0,11132.0
2012-04-02 20:05:00,161100.0,161300.0,161070.0,161110.0,4705.0
2012-04-02 20:10:00,161100.0,161165.0,161025.0,161085.0,3448.0
2012-04-02 20:15:00,161085.0,161145.0,160960.0,161135.0,3404.0
2012-04-02 20:20:00,161135.0,161155.0,161030.0,161085.0,1786.0
2012-04-02 20:25:00,161070.0,161200.0,161045.0,161050.0,2660.0
2012-04-02 20:30:00,161055.0,161090.0,160770.0,160775.0,5933.0
2012-04-02 20:35:00,160775.0,160945.0,160770.0,160910.0,3252.0
2012-04-02 20:40:00,160925.0,161045.0,160885.0,160950.0,2010.0
2012-04-02 20:45:00,160955.0,161100.0,160900.0,161005.0,1867.0
2012-04-02 20:50:00,161005.0,161240.0,160965.0,161040.0,2770.0
2012-04-02 20:55:00,161025.0,161235.0,160980.0,161145.0,3887.0
2012-04-02 21:00:00,161145.0,161290.0,160910.0,160920.0,4814.0
2012-04-02 21:05:00,160945.0,161000.0,160915.0,160950.0,1539.0
2012-04-02 21:10:00,160975.0,161035.0,160830.0,160900.0,2767.0
2012-04-02 21:15:00,160905.0,160945.0,160810.0,160865.0,1481.0
2012-04-02 21:20:00,160870.0,160920.0,160800.0,160835.0,1104.0
2012-04-02 21:25:00,160850.0,160945.0,160850.0,160910.0,1319.0
2012-04-02 21:30:00,160910.0,161095.0,160885.0,161030.0,2899.0
2012-04-02 21:35:00,161035.0,161070.0,160875.0,160920.0,1482.0
2012-04-02 21:40:00,160925.0,160950.0,160880.0,160945.0,614.0
2012-04-02 21:45:00,160940.0,161100.0,160925.0,160960.0,2655.0
2012-04-02 21:50:00,160960.0,161075.0,160955.0,160990.0,1022.0
2012-04-02 21:55:00,161000.0,161125.0,161000.0,161065.0,1746.0
2012-04-02 22:00:00,161065.0,161125.0,160885.0,160895.0,1806.0
2012-04-02 22:05:00,160925.0,161015.0,160900.0,160975.0,1234.0
2012-04-02 22:10:00,160985.0,160985.0,160780.0,160905.0,3994.0
2012-04-02 22:15:00,160905.0,161035.0,160900.0,161015.0,1633.0
2012-04-02 22:20:00,161005.0,161190.0,160970.0,161160.0,2746.0
2012-04-02 22:25:00,161175.0,161245.0,161070.0,161120.0,1739.0
2012-04-02 22:30:00,161110.0,161385.0,161110.0,161360.0,5211.0
2012-04-02 22:35:00,161355.0,161495.0,161350.0,161475.0,4803.0
2012-04-02 22:40:00,161470.0,161500.0,161405.0,161475.0,2750.0
2012-04-02 22:45:00,161475.0,161710.0,161425.0,161680.0,5849.0
2012-04-02 22:50:00,161660.0,161660.0,161340.0,161405.0,5022.0
2012-04-02 22:55:00,161400.0,161535.0,161390.0,161495.0,2014.0
2012-04-02 23:00:00,161490.0,161590.0,161460.0,161470.0,3239.0
2012-04-02 23:05:00,161480.0,161515.0,161365.0,161430.0,3353.0
2012-04-02 23:10:00,161430.0,161680.0,161390.0,161650.0,3784.0
2012-04-02 23:15:00,161650.0,161680.0,161515.0,161605.0,2856.0
2012-04-02 23:20:00,161620.0,161640.0,161495.0,161495.0,1950.0
2012-04-02 23:25:00,161500.0,161520.0,161320.0,161410.0,2947.0
2012-04-02 23:30:00,161425.0,161485.0,161345.0,161480.0,1727.0
2012-04-02 23:35:00,161465.0,161500.0,161250.0,161250.0,2716.0
2012-04-02 23:40:00,161270.0,161340.0,161010.0,161300.0,8467.0
2012-04-02 23:45:00,161310.0,161435.0,161215.0,161285.0,5872.0
2012-04-03 10:00:00,161310.0,161460.0,161130.0,161375.0,14788.0
2012-04-03 10:05:00,161365.0,161415.0,161215.0,161350.0,8495.0
2012-04-03 10:10:00,161340.0,161355.0,160875.0,160915.0,12362.0
2012-04-03 10:15:00,160925.0,161045.0,160720.0,160850.0,12050.0
2012-04-03 10:20:00,160850.0,160890.0,160790.0,160790.0,5913.0
2012-04-03 10:25:00,160795.0,160900.0,160715.0,160815.0,7410.0
2012-04-03 10:30:00,160825.0,161265.0,160785.0,161170.0,9924.0
2012-04-03 10:35:00,161170.0,161285.0,160925.0,161020.0,6902.0
2012-04-03 10:40:00,161015.0,161250.0,160980.0,161250.0,6745.0
2012-04-03 10:45:00,161255.0,161480.0,161255.0,161450.0,13781.0
2012-04-03 10:50:00,161435.0,161500.0,161320.0,161430.0,7369.0
2012-04-03 10:55:00,161430.0,161490.0,161260.0,161350.0,9542.0
2012-04-03 11:00:00,161360.0,161400.0,160625.0,160790.0,28717.0
2012-04-03 11:05:00,160780.0,161130.0,160770.0,161040.0,14818.0
2012-04-03 11:10:00,161040.0,161270.0,160830.0,161240.0,13469.0
2012-04-03 11:15:00,161260.0,161860.0,161250.0,161850.0,31618.0
2012-04-03 11:20:00,161850.0,162145.0,161505.0,161505.0,34011.0
2012-04-03 11:25:00,161510.0,161600.0,161325.0,161560.0,15691.0
2012-04-03 11:30:00,161560.0,161675.0,161500.0,161640.0,7905.0
2012-04-03 11:35:00,161645.0,161655.0,161145.0,161360.0,13535.0
2012-04-03 11:40:00,161365.0,161760.0,161285.0,161670.0,14832.0
2012-04-03 11:45:00,161665.0,161780.0,161485.0,161730.0,9528.0
2012-04-03 11:50:00,161715.0,161750.0,161510.0,161635.0,8251.0
2012-04-03 11:55:00,161635.0,161760.0,161260.0,161445.0,11741.0
2012-04-03 12:00:00,161445.0,161690.0,161370.0,161420.0,12769.0
2012-04-03 12:05:00,161430.0,161895.0,161415.0,161555.0,14638.0
2012-04-03 12:10:00,161560.0,161645.0,161390.0,161525.0,8715.0
2012-04-03 12:15:00,161525.0,161665.0,161170.0,161215.0,14968.0
2012-04-03 12:20:00,161185.0,161255.0,160885.0,160905.0,23830.0
2012-04-03 12:25:00,160910.0,161300.0,160770.0,161245.0,15808.0
2012-04-03 12:30:00,161240.0,161390.0,161075.0,161370.0,11462.0
2012-04-03 12:35:00,161370.0,161630.0,161155.0,161200.0,16198.0
2012-04-03 12:40:00,161175.0,161425.0,161055.0,161120.0,10375.0
2012-04-03 12:45:00,161120.0,161450.0,161010.0,161260.0,9362.0
2012-04-03 12:50:00,161255.0,161505.0,161065.0,161140.0,13775.0
2012-04-03 12:55:00,161135.0,161195.0,160905.0,161075.0,11052.0
2012-04-03 13:00:00,161080.0,161235.0,160850.0,161020.0,12739.0
2012-04-03 13:05:00,161025.0,161280.0,161005.0,161210.0,9800.0
2012-04-03 13:10:00,161210.0,161415.0,161055.0,161405.0,9652.0
2012-04-03 13:15:00,161415.0,161690.0,161165.0,161275.0,18387.0
2012-04-03 13:20:00,161275.0,161410.0,161195.0,161325.0,6114.0
2012-04-03 13:25:00,161335.0,161475.0,161140.0,161400.0,8681.0
2012-04-03 13:30:00,161400.0,161565.0,161310.0,161500.0,8310.0
2012-04-03 13:35:00,161500.0,162055.0,161490.0,161805.0,25600.0
2012-04-03 13:40:00,161800.0,162050.0,161760.0,162000.0,17813.0
2012-04-03 13:45:00,161980.0,162425.0,161930.0,162065.0,28641.0
2012-04-03 13:50:00,162060.0,162100.0,161870.0,162010.0,12891.0
2012-04-03 13:55:00,162015.0,162215.0,161920.0,162215.0,8748.0
2012-04-03 14:00:00,162180.0,162250.0,161840.0,161885.0,8368.0
2012-04-03 14:05:00,161890.0,162435.0,161850.0,162400.0,20770.0
2012-04-03 14:10:00,162400.0,162730.0,162315.0,162650.0,31865.0
2012-04-03 14:15:00,162650.0,162700.0,162320.0,162355.0,10691.0
2012-04-03 14:20:00,162345.0,162495.0,162295.0,162355.0,6970.0
2012-04-03 14:25:00,162365.0,162610.0,162335.0,162435.0,8498.0
2012-04-03 14:30:00,162435.0,162485.0,162210.0,162330.0,5714.0
2012-04-03 14:35:00,162325.0,162460.0,162060.0,162070.0,8545.0
2012-04-03 14:40:00,162070.0,162385.0,162055.0,162220.0,7539.0
2012-04-03 14:45:00,162235.0,162370.0,162120.0,162300.0,5064.0
2012-04-03 14:50:00,162310.0,162445.0,162130.0,162250.0,6839.0
2012-04-03 14:55:00,162250.0,162395.0,162185.0,162300.0,5283.0
2012-04-03 15:00:00,162295.0,162650.0,162285.0,162565.0,9354.0
2012-04-03 15:05:00,162580.0,162680.0,162195.0,162305.0,8548.0
2012-04-03 15:10:00,162310.0,162380.0,162170.0,162170.0,4797.0
2012-04-03 15:15:00,162185.0,162200.0,161620.0,161715.0,22111.0
2012-04-03 15:20:00,161715.0,161775.0,161500.0,161630.0,11062.0
2012-04-03 15:25:00,161645.0,161650.0,161250.0,161315.0,15649.0
2012-04-03 15:30:00,161305.0,161630.0,161205.0,161540.0,14104.0
2012-04-03 15:35:00,161535.0,161840.0,161460.0,161675.0,9917.0
2012-04-03 15:40:00,161680.0,161935.0,161645.0,161755.0,7092.0
2012-04-03 15:45:00,161750.0,161790.0,161600.0,161700.0,6803.0
2012-04-03 15:50:00,161700.0,161790.0,161540.0,161735.0,7350.0
2012-04-03 15:55:00,161735.0,161870.0,161625.0,161790.0,5813.0
2012-04-03 16:00:00,161790.0,162240.0,161720.0,162225.0,17674.0
2012-04-03 16:05:00,162220.0,162420.0,162080.0,162080.0,17400.0
2012-04-03 16:10:00,162080.0,162335.0,162035.0,162310.0,9002.0
2012-04-03 16:15:00,162310.0,162460.0,162200.0,162440.0,10582.0
2012-04-03 16:20:00,162445.0,162460.0,162220.0,162350.0,6566.0
2012-04-03 16:25:00,162350.0,162875.0,162350.0,162780.0,22730.0
2012-04-03 16:30:00,162780.0,162945.0,162665.0,162720.0,16516.0
2012-04-03 16:35:00,162730.0,162765.0,162495.0,162725.0,9702.0
2012-04-03 16:40:00,162730.0,162990.0,162715.0,162990.0,12567.0
2012-04-03 16:45:00,162985.0,163000.0,162635.0,162750.0,10174.0
2012-04-03 16:50:00,162740.0,162935.0,162585.0,162845.0,8341.0
2012-04-03 16:55:00,162835.0,163255.0,162750.0,163230.0,14572.0
2012-04-03 17:00:00,163225.0,163550.0,163000.0,163395.0,23809.0
2012-04-03 17:05:00,163395.0,163670.0,163390.0,163415.0,15845.0
2012-04-03 17:10:00,163420.0,163790.0,163380.0,163710.0,14120.0
2012-04-03 17:15:00,163710.0,163800.0,163410.0,163475.0,10893.0
2012-04-03 17:20:00,163465.0,163945.0,163460.0,163890.0,13377.0
2012-04-03 17:25:00,163900.0,163955.0,163730.0,163780.0,11860.0
2012-04-03 17:30:00,163780.0,163950.0,163535.0,163535.0,18593.0
2012-04-03 17:35:00,163540.0,164240.0,163515.0,164210.0,37853.0
2012-04-03 17:40:00,164210.0,164260.0,163895.0,163950.0,24556.0
2012-04-03 17:45:00,163950.0,164040.0,163710.0,163900.0,15611.0
2012-04-03 17:50:00,163895.0,164105.0,163825.0,163870.0,15641.0
2012-04-03 17:55:00,163875.0,164305.0,163825.0,164090.0,15986.0
2012-04-03 18:00:00,164090.0,164470.0,163755.0,164405.0,30353.0
2012-04-03 18:05:00,164410.0,164635.0,164245.0,164565.0,23846.0
2012-04-03 18:10:00,164570.0,164680.0,164115.0,164165.0,19096.0
2012-04-03 18:15:00,164160.0,164225.0,163250.0,163375.0,40087.0
2012-04-03 18:20:00,163375.0,163570.0,163275.0,163415.0,20364.0
2012-04-03 18:25:00,163415.0,163625.0,163290.0,163625.0,17759.0
2012-04-03 18:30:00,163625.0,163790.0,163570.0,163630.0,11827.0
2012-04-03 18:35:00,163620.0,163640.0,163485.0,163540.0,9073.0
2012-04-03 18:40:00,163545.0,163940.0,163520.0,163765.0,13712.0
2012-04-03 19:00:00,163685.0,163890.0,163470.0,163610.0,6965.0
2012-04-03 19:05:00,163615.0,163730.0,163375.0,163385.0,4618.0
2012-04-03 19:10:00,163400.0,163585.0,163305.0,163390.0,5363.0
2012-04-03 19:15:00,163390.0,163440.0,163075.0,163235.0,8250.0
2012-04-03 19:20:00,163240.0,163315.0,163115.0,163315.0,4641.0
2012-04-03 19:25:00,163300.0,163345.0,163075.0,163170.0,5036.0
2012-04-03 19:30:00,163175.0,163185.0,162915.0,163105.0,8742.0
2012-04-03 19:35:00,163110.0,163430.0,163070.0,163245.0,7973.0
2012-04-03 19:40:00,163250.0,163350.0,163155.0,163165.0,3604.0
2012-04-03 19:45:00,163155.0,163280.0,163070.0,163190.0,2889.0
2012-04-03 19:50:00,163195.0,163260.0,163135.0,163150.0,1644.0
2012-04-03 19:55:00,163160.0,163240.0,163120.0,163190.0,1534.0
2012-04-03 20:00:00,163205.0,163215.0,163050.0,163055.0,2524.0
2012-04-03 20:05:00,163060.0,163125.0,162760.0,162760.0,10713.0
2012-04-03 20:10:00,162780.0,162800.0,162320.0,162630.0,16481.0
2012-04-03 20:15:00,162630.0,162850.0,162560.0,162660.0,5154.0
2012-04-03 20:20:00,162660.0,162805.0,162620.0,162785.0,2490.0
2012-04-03 20:25:00,162790.0,162945.0,162730.0,162930.0,3955.0
2012-04-03 20:30:00,162925.0,162980.0,162835.0,162885.0,4183.0
2012-04-03 20:35:00,162900.0,163075.0,162865.0,162970.0,5547.0
2012-04-03 20:40:00,162970.0,163250.0,162970.0,163245.0,5388.0
2012-04-03 20:45:00,163240.0,163250.0,163120.0,163175.0,2146.0
2012-04-03 20:50:00,163165.0,163340.0,163130.0,163135.0,3690.0
2012-04-03 20:55:00,163130.0,163230.0,163035.0,163155.0,2627.0
2012-04-03 21:00:00,163160.0,163195.0,163005.0,163140.0,2098.0
2012-04-03 21:05:00,163130.0,163170.0,162850.0,162875.0,2729.0
2012-04-03 21:10:00,162880.0,162950.0,162720.0,162885.0,3576.0
2012-04-03 21:15:00,162880.0,162965.0,162840.0,162865.0,1727.0
2012-04-03 21:20:00,162880.0,163040.0,162770.0,162860.0,2795.0
2012-04-03 21:25:00,162885.0,162955.0,162805.0,162955.0,1687.0
2012-04-03 21:30:00,162935.0,162955.0,162765.0,162865.0,1870.0
2012-04-03 21:35:00,162865.0,163045.0,162835.0,162990.0,2289.0
2012-04-03 21:40:00,162990.0,163000.0,162890.0,162925.0,1357.0
2012-04-03 21:45:00,162925.0,163145.0,162905.0,163090.0,1972.0
2012-04-03 21:50:00,163080.0,163320.0,163040.0,163320.0,3507.0
2012-04-03 21:55:00,163305.0,163440.0,163155.0,163190.0,4497.0
2012-04-03 22:00:00,163160.0,163215.0,162400.0,162450.0,17096.0
2012-04-03 22:05:00,162440.0,162720.0,162350.0,162450.0,9940.0
2012-04-03 22:10:00,162470.0,162470.0,162040.0,162150.0,15612.0
2012-04-03 22:15:00,162150.0,162340.0,162015.0,162235.0,8432.0
2012-04-03 22:20:00,162230.0,162415.0,161930.0,162385.0,12398.0
2012-04-03 22:25:00,162380.0,162410.0,162065.0,162120.0,7000.0
2012-04-03 22:30:00,162105.0,162190.0,161875.0,162145.0,8275.0
2012-04-03 22:35:00,162145.0,162160.0,161800.0,161815.0,6916.0
2012-04-03 22:40:00,161815.0,162115.0,161755.0,162110.0,7849.0
2012-04-03 22:45:00,162095.0,162115.0,161845.0,162060.0,3569.0
2012-04-03 22:50:00,162050.0,162245.0,161960.0,162085.0,7051.0
2012-04-03 22:55:00,162090.0,162150.0,161905.0,161975.0,4462.0
2012-04-03 23:00:00,161990.0,162355.0,161910.0,162330.0,5615.0
2012-04-03 23:05:00,162330.0,162405.0,162165.0,162170.0,5864.0
2012-04-03 23:10:00,162180.0,162275.0,162065.0,162260.0,2794.0
2012-04-03 23:15:00,162260.0,162360.0,162100.0,162265.0,4185.0
2012-04-03 23:20:00,162265.0,162275.0,162020.0,162115.0,4913.0
2012-04-03 23:25:00,162120.0,162125.0,161695.0,161775.0,10966.0
2012-04-03 23:30:00,161775.0,161900.0,161690.0,161725.0,6628.0
2012-04-03 23:35:00,161735.0,161855.0,161600.0,161710.0,10735.0
2012-04-03 23:40:00,161710.0,161930.0,161710.0,161915.0,4873.0
2012-04-03 23:45:00,161920.0,162080.0,161895.0,161965.0,7266.0
2012-04-04 10:00:00,161050.0,161140.0,160680.0,160960.0,21747.0
2012-04-04 10:05:00,160960.0,161285.0,160730.0,160775.0,15023.0
2012-04-04 10:10:00,160775.0,161290.0,160705.0,161140.0,12414.0
2012-04-04 10:15:00,161140.0,161300.0,161015.0,161210.0,9291.0
2012-04-04 10:20:00,161230.0,161280.0,161075.0,161150.0,5306.0
2012-04-04 10:25:00,161150.0,161380.0,161130.0,161365.0,7861.0
2012-04-04 10:30:00,161360.0,161555.0,161355.0,161465.0,11799.0
2012-04-04 10:35:00,161455.0,161465.0,161050.0,161320.0,9991.0
2012-04-04 10:40:00,161305.0,161310.0,161110.0,161160.0,4840.0
2012-04-04 10:45:00,161140.0,161350.0,161060.0,161170.0,6603.0
2012-04-04 10:50:00,161170.0,161390.0,161130.0,161255.0,4366.0
2012-04-04 10:55:00,161265.0,161325.0,161155.0,161240.0,4411.0
2012-04-04 11:00:00,161265.0,161720.0,161215.0,161450.0,15670.0
2012-04-04 11:05:00,161450.0,161460.0,161000.0,161080.0,16504.0
2012-04-04 11:10:00,161075.0,161215.0,160935.0,161145.0,11470.0
2012-04-04 11:15:00,161140.0,161610.0,160985.0,161545.0,18513.0
2012-04-04 11:20:00,161520.0,161835.0,161385.0,161580.0,23553.0
2012-04-04 11:25:00,161590.0,161705.0,161340.0,161375.0,13296.0
2012-04-04 11:30:00,161365.0,161405.0,161045.0,161320.0,22773.0
2012-04-04 11:35:00,161310.0,161680.0,161250.0,161635.0,16449.0
2012-04-04 11:40:00,161635.0,161735.0,161485.0,161680.0,9611.0
2012-04-04 11:45:00,161670.0,161960.0,161480.0,161875.0,15182.0
2012-04-04 11:50:00,161870.0,161975.0,161705.0,161750.0,9473.0
2012-04-04 11:55:00,161760.0,161910.0,161655.0,161810.0,8810.0
2012-04-04 12:00:00,161815.0,161890.0,161225.0,161345.0,20063.0
2012-04-04 12:05:00,161350.0,161650.0,161140.0,161570.0,12242.0
2012-04-04 12:10:00,161555.0,161785.0,161460.0,161715.0,10847.0
2012-04-04 12:15:00,161715.0,161750.0,161465.0,161585.0,6580.0
2012-04-04 12:20:00,161590.0,162135.0,161535.0,162065.0,16356.0
2012-04-04 12:25:00,162055.0,162190.0,161875.0,161900.0,12443.0
2012-04-04 12:30:00,161905.0,162000.0,161375.0,161455.0,14004.0
2012-04-04 12:35:00,161485.0,161860.0,161345.0,161750.0,12696.0
2012-04-04 12:40:00,161750.0,161820.0,161230.0,161230.0,12445.0
2012-04-04 12:45:00,161235.0,161435.0,161175.0,161360.0,14468.0
2012-04-04 12:50:00,161350.0,161495.0,160545.0,160630.0,39255.0
2012-04-04 12:55:00,160635.0,160690.0,160210.0,160295.0,34629.0
2012-04-04 13:00:00,160305.0,160525.0,160085.0,160340.0,30981.0
2012-04-04 13:05:00,160340.0,160520.0,160200.0,160375.0,11843.0
2012-04-04 13:10:00,160385.0,160400.0,160140.0,160200.0,9973.0
2012-04-04 13:15:00,160200.0,160360.0,159800.0,159910.0,21980.0
2012-04-04 13:20:00,159910.0,160350.0,159870.0,160260.0,16237.0
